YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,20,2,WN,1026,HOU,AUS,1430,1501,31,50,42,33,148,1543,23,0,0,null,0,0,23,0,0
2015,1,20,2,WN,791,DAL,OAK,1500,1504,4,235,257,243,1468,1721,26,0,0,null,26,0,0,0,0
2015,1,20,2,UA,1436,ORD,DEN,1500,1536,36,161,161,132,888,1717,36,0,0,null,0,0,28,8,0
2015,1,20,2,NK,645,DTW,TPA,1505,1541,36,162,147,129,983,1808,21,0,0,null,1,0,6,14,0
2015,1,20,2,OO,4670,DTW,MCI,1541,1539,-2,136,154,94,629,1713,16,0,0,null,16,0,0,0,0
2015,1,20,2,WN,4543,SAT,SAN,1555,1550,-5,185,206,184,1129,1716,16,0,0,null,16,0,0,0,0
2015,1,20,2,WN,1009,SLC,OAK,1555,1635,40,115,100,86,588,1715,25,0,0,null,0,0,2,23,0
2015,1,20,2,OO,6331,CID,ORD,1555,1554,-1,65,89,40,196,1723,23,0,0,null,23,0,0,0,0
2015,1,20,2,OO,6242,DRO,DEN,1601,1650,49,67,62,42,251,1752,44,0,0,null,0,0,0,44,0
2015,1,20,2,OO,4758,GEG,SEA,1615,1638,23,67,71,47,224,1749,27,0,0,null,4,0,0,23,0
2015,1,20,2,AA,1515,MCO,MIA,1616,1733,77,74,62,42,192,1835,65,0,0,null,0,0,0,65,0
2015,1,20,2,EV,5214,BNA,LGA,1628,1624,-4,122,144,118,764,1948,18,0,0,null,18,0,0,0,0
2015,1,20,2,OO,2638,ORD,ICT,1630,1716,46,118,104,88,588,1900,32,0,0,null,0,0,0,32,0
2015,1,20,2,UA,1460,ORD,CLE,1630,1829,119,80,69,51,315,2038,108,0,0,null,0,0,108,0,0
2015,1,20,2,AA,2463,DFW,LAX,1635,1642,7,203,216,197,1235,1818,20,0,0,null,13,0,7,0,0
2015,1,20,2,UA,571,ATL,IAH,1640,1727,47,144,152,110,689,1859,55,0,0,null,12,0,0,43,0
2015,1,20,2,WN,4877,SAN,SJC,1650,1712,22,80,81,65,417,1833,23,0,0,null,1,0,4,18,0
2015,1,20,2,EV,5460,BMI,ATL,1655,1735,40,90,97,75,533,2012,47,0,0,null,7,0,40,0,0
2015,1,20,2,OO,5413,MKE,ORD,1659,1747,48,53,62,27,67,1849,57,0,0,null,9,0,0,48,0
2015,1,20,2,DL,11,MSP,SLC,1721,1734,13,178,204,142,991,1958,39,0,0,null,26,0,13,0,0
2015,1,20,2,VX,960,SFO,SAN,1725,1812,47,85,77,65,447,1929,39,0,0,null,0,0,39,0,0
2015,1,20,2,MQ,3498,OMA,ORD,1735,1748,13,101,131,73,416,1959,43,0,0,null,30,0,0,13,0
2015,1,20,2,UA,1130,IAH,SAT,1752,1816,24,66,57,38,191,1913,15,0,0,null,0,0,15,0,0
2015,1,20,2,US,793,JAX,CLT,1755,1827,32,81,74,55,328,1941,25,0,0,null,0,0,0,25,0
2015,1,20,2,AA,1031,PIT,DFW,1806,1851,45,199,179,160,1067,2050,25,0,0,null,0,0,11,14,0
2015,1,20,2,NK,501,DTW,MCI,1830,1827,-3,123,143,96,629,1950,17,0,0,null,17,0,0,0,0
2015,1,20,2,MQ,3178,ORD,CMH,1840,1839,-1,73,91,63,296,2110,17,0,0,null,17,0,0,0,0
2015,1,20,2,MQ,3667,LRD,DFW,1916,1940,24,83,75,59,396,2055,16,0,0,null,0,0,0,16,0
2015,1,20,2,DL,1624,MSP,PHL,1925,1935,10,157,165,123,980,2320,18,0,0,null,8,0,10,0,0
2015,1,20,2,WN,537,MCO,CAK,1935,2048,73,140,126,115,861,2254,59,0,0,null,0,0,0,59,0
2015,1,20,2,EV,2525,CRP,DFW,1946,2050,64,79,94,60,354,2224,79,0,0,null,15,0,7,57,0
2015,1,20,2,OO,4605,DTW,MKE,1950,2137,107,85,66,46,237,2143,88,0,0,null,0,0,0,88,0
2015,1,20,2,US,2129,BOS,DCA,2000,1949,-11,100,129,75,399,2158,18,0,0,null,18,0,0,0,0
2015,1,20,2,AA,288,ORD,BOS,2005,2027,22,129,129,106,867,2336,22,0,0,null,0,0,0,0,22
2015,1,20,2,MQ,3039,ORD,ALO,2010,2004,-6,71,100,42,234,2144,23,0,0,null,23,0,0,0,0
2015,1,20,2,MQ,2959,ORD,FAR,2030,2037,7,114,136,81,557,2253,29,0,0,null,22,0,0,7,0
2015,1,20,2,AA,1457,DFW,AUS,2115,2135,20,58,59,41,190,2234,21,0,0,null,1,0,20,0,0
2015,1,20,2,MQ,3084,ORD,CMH,2130,2127,-3,71,116,46,296,23,42,0,0,null,42,0,0,0,0
2015,1,20,2,EV,6138,IAD,ORF,2152,2147,-5,61,92,38,157,2319,26,0,0,null,26,0,0,0,0
2015,1,20,2,NK,331,LGA,ORD,2155,2223,28,147,135,115,733,2338,16,0,0,null,0,0,0,16,0
2015,1,21,3,US,1879,TPA,CLT,510,519,9,96,102,79,507,701,15,0,0,null,6,0,9,0,0
2015,1,21,3,EV,4568,LFT,IAH,540,707,87,60,61,42,201,808,88,0,0,null,88,0,0,0,0
2015,1,21,3,F9,161,MSN,DEN,544,544,0,145,171,121,826,735,26,0,0,null,26,0,0,0,0
2015,1,21,3,F9,365,MKE,DEN,545,651,66,161,183,136,896,854,88,0,0,null,22,0,66,0,0
2015,1,21,3,HA,218,HNL,KOA,548,629,41,42,45,28,163,714,44,0,0,null,0,0,44,0,0
2015,1,21,3,OO,6204,BFL,DEN,550,618,28,150,151,134,845,949,29,0,0,null,1,0,28,0,0
2015,1,21,3,EV,4411,MEM,EWR,600,655,55,161,129,114,946,1004,23,0,0,null,23,0,0,0,0
2015,1,21,3,MQ,3204,XNA,ORD,600,619,19,105,144,78,522,843,58,0,0,null,39,0,0,0,19
2015,1,21,3,US,1835,PBI,PHL,625,820,115,149,160,141,951,1100,126,0,0,null,11,0,115,0,0
2015,1,21,3,EV,5910,ORD,BHM,645,701,16,114,120,80,584,901,22,0,0,null,6,0,1,15,0
2015,1,21,3,UA,556,LAX,DEN,655,656,1,146,170,119,862,1046,25,0,0,null,24,0,1,0,0
2015,1,21,3,EV,3262,TYR,IAH,700,700,0,63,78,41,163,818,15,0,0,null,15,0,0,0,0
2015,1,21,3,F9,917,TTN,MCO,725,807,42,167,157,131,896,1044,32,0,0,null,0,0,32,0,0
2015,1,21,3,OO,5550,COD,DEN,731,833,62,96,122,74,391,1035,88,0,0,null,88,0,0,0,0
2015,1,21,3,OO,5554,ORD,DSM,739,752,13,79,93,49,299,925,27,0,0,null,14,0,2,11,0
2015,1,21,3,MQ,3277,ORD,GRR,740,736,-4,45,79,30,137,955,30,0,0,null,30,0,0,0,0
2015,1,21,3,F9,722,DEN,DCA,745,738,-7,187,212,177,1476,1310,18,0,0,null,18,0,0,0,0
2015,1,21,3,EV,5914,IAH,DAL,800,912,72,69,55,36,216,1007,58,0,0,null,0,0,0,58,0
2015,1,21,3,OO,5548,BUR,DEN,803,845,42,152,152,118,850,1217,42,0,0,null,42,0,0,0,0
2015,1,21,3,AA,1577,TUL,DFW,804,757,-7,76,126,51,237,1003,43,0,0,null,43,0,0,0,0
2015,1,21,3,WN,515,DAL,MCI,805,835,30,90,78,65,460,953,18,0,0,null,0,0,18,0,0
2015,1,21,3,AS,16,SEA,MCO,805,758,-7,320,344,292,2554,1642,17,0,0,null,17,0,0,0,0
2015,1,21,3,EV,5736,IAD,LGA,816,848,32,80,78,43,229,1006,30,0,0,null,0,0,0,30,0
2015,1,21,3,AS,34,SEA,ORD,830,840,10,235,259,214,1721,1459,34,0,0,null,24,0,10,0,0
2015,1,21,3,EV,4132,ORD,SGF,830,839,9,98,105,82,438,1024,16,0,0,null,7,0,0,9,0
2015,1,21,3,OO,5205,ORD,AUS,833,909,36,175,180,155,978,1209,41,0,0,null,5,0,36,0,0
2015,1,21,3,WN,1711,DEN,SFO,840,903,23,175,173,126,967,1056,21,0,0,null,0,0,21,0,0
2015,1,21,3,DL,1519,DTW,PBI,850,910,20,197,211,141,1086,1241,34,0,0,null,14,0,0,0,20
2015,1,21,3,WN,292,DEN,TUS,855,851,-4,125,147,104,639,1118,18,0,0,null,18,0,0,0,0
2015,1,21,3,OO,6539,COS,ORD,855,937,42,154,173,108,911,1330,61,0,0,null,19,0,42,0,0
2015,1,21,3,EV,4392,IAH,COS,900,955,55,148,145,123,809,1120,52,0,0,null,0,0,0,52,0
2015,1,21,3,EV,4215,ORD,ORF,905,903,-2,123,155,112,717,1238,30,0,0,null,30,0,0,0,0
2015,1,21,3,MQ,3624,DFW,AEX,910,947,37,63,78,42,285,1105,52,0,0,null,15,0,24,13,0
2015,1,21,3,OO,5166,SGF,DEN,913,1019,66,142,145,112,637,1144,69,0,0,null,69,0,0,0,0
2015,1,21,3,US,543,PHL,DFW,930,1014,44,231,237,202,1303,1311,50,0,0,null,6,0,0,44,0
2015,1,21,3,EV,5981,ORD,GRB,947,957,10,58,64,31,173,1101,16,0,0,null,6,0,1,9,0
2015,1,21,3,MQ,3212,ORD,TYS,950,1005,15,92,128,73,475,1313,51,0,0,null,36,0,0,9,6
2015,1,21,3,UA,316,DEN,MIA,955,1032,37,230,259,185,1709,1651,66,0,0,null,29,0,27,10,0
2015,1,21,3,WN,4817,BNA,PHL,1000,1244,164,115,100,83,675,1524,149,0,0,null,0,0,143,6,0
2015,1,21,3,AS,843,SEA,KOA,1010,1051,41,388,381,354,2688,1512,34,0,0,null,0,0,34,0,0
2015,1,21,3,DL,1175,DTW,ATL,1010,1026,16,138,170,88,594,1316,48,0,0,null,32,0,16,0,0
2015,1,21,3,AA,2425,DFW,LAX,1040,1044,4,204,216,175,1235,1220,16,0,0,null,16,0,0,0,0
2015,1,21,3,UA,394,SFO,LAS,1040,1109,29,95,100,69,414,1249,34,0,0,null,5,0,29,0,0
2015,1,21,3,UA,1275,SFO,SAN,1047,1319,152,94,83,63,447,1442,141,0,0,null,0,0,67,74,0
2015,1,21,3,AS,619,LAS,SEA,1050,1153,63,154,157,138,867,1430,66,0,0,null,3,0,63,0,0
2015,1,21,3,OO,5184,SDF,ORD,1050,1055,5,84,94,58,287,1129,15,0,0,null,10,0,0,5,0
2015,1,21,3,EV,4654,HRL,IAH,1053,1114,21,72,67,47,295,1221,16,0,0,null,0,0,0,16,0
2015,1,21,3,DL,410,DEN,JFK,1055,1108,13,219,238,181,1626,1706,32,0,0,null,19,0,9,4,0
2015,1,21,3,UA,309,MSY,IAH,1055,1116,21,78,79,65,305,1235,22,0,0,null,1,0,3,18,0
2015,1,21,3,MQ,3481,FWA,ORD,1057,1123,26,63,72,41,157,1135,35,0,0,null,9,0,3,23,0
2015,1,21,3,EV,5942,COS,DEN,1058,1205,67,48,51,16,73,1256,70,0,0,null,18,0,3,49,0
2015,1,21,3,EV,6171,DEN,GUC,1106,1240,94,61,95,34,152,1415,128,0,0,null,44,0,34,50,0
2015,1,21,3,DL,1734,MSP,DTW,1114,1109,-5,106,135,80,528,1424,24,0,0,null,24,0,0,0,0
2015,1,21,3,MQ,3662,ORD,TOL,1115,1232,77,51,54,34,213,1426,80,0,0,null,3,0,77,0,0
2015,1,21,3,EV,6064,CID,ORD,1118,1135,17,67,67,40,196,1242,17,0,0,null,0,0,0,17,0
2015,1,21,3,OO,5166,DEN,FAT,1120,1211,51,147,207,111,844,1438,111,0,0,null,60,0,0,51,0
2015,1,21,3,UA,456,DEN,LAX,1121,1222,61,153,185,110,862,1427,93,0,0,null,32,0,61,0,0
2015,1,21,3,OO,6281,DEN,ONT,1122,1234,72,138,182,106,819,1436,116,0,0,null,44,0,0,0,72
2015,1,21,3,OO,4967,ASE,IAH,1127,1137,10,148,160,118,913,1517,22,0,0,null,12,0,4,6,0
2015,1,21,3,EV,4258,CLT,IAH,1139,1135,-4,176,196,160,912,1351,16,0,0,null,16,0,0,0,0
2015,1,21,3,OO,5229,COS,DEN,1147,1219,32,48,59,17,73,1318,43,0,0,null,43,0,0,0,0
2015,1,21,3,EV,6024,OMA,DEN,1150,1429,159,106,100,85,472,1509,153,0,0,null,0,0,149,4,0
2015,1,21,3,OO,4666,DTW,PLN,1200,1235,35,73,86,41,243,1401,48,0,0,null,13,0,0,35,0
2015,1,21,3,OO,4826,PHX,LAX,1215,1529,194,94,71,53,370,1540,171,0,0,null,0,0,171,0,0
2015,1,21,3,WN,2699,DEN,PHX,1235,1328,53,110,122,86,602,1530,65,0,0,null,12,0,27,26,0
2015,1,21,3,F9,1343,ORD,IAD,1250,1304,14,110,113,80,589,1557,17,0,0,null,17,0,0,0,0
2015,1,21,3,AA,1387,IAD,DFW,1307,1305,-2,208,243,183,1172,1608,33,0,0,null,33,0,0,0,0
2015,1,21,3,OO,4972,ORD,CMH,1320,1402,42,79,73,49,296,1615,36,0,0,null,0,0,0,36,0
2015,1,21,3,OO,6313,SJC,DEN,1321,1354,33,151,150,130,948,1724,32,0,0,null,0,0,0,32,0
2015,1,21,3,DL,2636,MSP,OMA,1324,1416,52,77,61,46,282,1517,36,0,0,null,0,0,36,0,0
2015,1,21,3,US,678,SJU,PHL,1325,1343,18,244,275,249,1576,1718,49,0,0,null,31,0,0,18,0
2015,1,21,3,US,1782,SEA,CLT,1325,1344,19,289,290,274,2279,2134,20,0,0,null,1,19,0,0,0
2015,1,21,3,EV,4867,ORD,ELM,1336,1328,-8,98,124,79,566,1632,18,0,0,null,18,0,0,0,0
2015,1,21,3,MQ,3417,BDL,ORD,1345,1524,99,166,137,121,783,1641,70,0,0,null,0,0,7,63,0
2015,1,21,3,UA,1271,DEN,ORD,1354,1449,55,146,146,110,888,1815,55,0,0,null,0,0,8,47,0
2015,1,21,3,AS,64,JNU,PSG,1355,1415,20,49,59,29,123,1514,30,0,0,null,10,0,0,20,0
2015,1,21,3,UA,1426,ORD,IAH,1358,1428,30,169,166,142,925,1714,27,0,0,null,0,0,8,19,0
2015,1,21,3,UA,1510,SLC,IAH,1400,1513,73,185,165,145,1195,1858,53,0,0,null,0,0,0,53,0
2015,1,21,3,WN,1066,DCA,HOU,1410,1421,11,220,233,201,1218,1714,24,0,0,null,13,0,7,4,0
2015,1,21,3,OO,5200,IAH,PHX,1430,1430,0,175,217,156,1009,1707,42,0,0,null,42,0,0,0,0
2015,1,21,3,F9,1024,MKE,MCO,1445,1516,31,160,166,136,1066,1902,37,0,0,null,37,0,0,0,0
2015,1,21,3,OO,5406,EAU,ORD,1502,1611,69,79,79,53,268,1730,69,0,0,null,0,0,0,69,0
2015,1,21,3,OO,6210,DEN,PSP,1504,1603,59,145,153,101,776,1736,67,0,0,null,8,0,11,48,0
2015,1,21,3,MQ,3651,VPS,DFW,1520,1555,35,140,147,125,641,1822,42,0,0,null,7,0,0,35,0
2015,1,21,3,US,519,BWI,CLT,1535,1601,26,91,105,66,361,1746,40,0,0,null,14,0,0,23,3
2015,1,21,3,UA,883,DEN,PIT,1542,1616,34,181,178,146,1290,2114,31,0,0,null,0,0,30,1,0
2015,1,21,3,DL,2383,DTW,ATL,1545,1700,75,130,130,84,594,1910,75,0,0,null,0,0,75,0,0
2015,1,21,3,EV,5444,BHM,DTW,1550,1640,50,133,106,85,625,1926,23,0,0,null,0,0,0,23,0
2015,1,21,3,US,2011,PHL,PBI,1555,1626,31,166,190,140,951,1936,55,0,0,null,24,0,8,23,0
2015,1,21,3,AA,2204,DFW,MCO,1555,1713,78,149,144,115,985,2037,73,0,0,null,0,0,0,73,0
2015,1,21,3,OO,5658,DEN,COS,1559,1729,90,41,52,21,73,1821,101,0,0,null,11,0,0,90,0
2015,1,21,3,AA,35,DCA,DFW,1600,1554,-6,215,247,201,1192,1901,26,0,0,null,26,0,0,0,0
2015,1,21,3,WN,3478,MHT,MDW,1610,1724,74,170,140,128,838,1844,44,0,0,null,0,0,44,0,0
2015,1,21,3,WN,336,TUL,DAL,1620,1725,65,60,55,40,237,1820,60,0,0,null,0,0,1,59,0
2015,1,21,3,WN,1961,SMF,SNA,1630,1745,75,80,75,63,404,1900,70,0,0,null,0,0,0,70,0
2015,1,21,3,OO,4696,OKC,MSP,1630,1742,72,130,106,90,694,1928,48,0,0,null,0,0,0,48,0
2015,1,21,3,WN,2080,AUS,MCO,1635,1639,4,140,154,115,994,2013,18,0,0,null,18,0,0,0,0
2015,1,21,3,AA,2423,CMH,DFW,1644,1722,38,176,163,148,926,1905,25,0,0,null,0,0,0,25,0
2015,1,21,3,MQ,2949,JFK,BNA,1655,1718,23,156,155,129,765,1853,22,0,0,null,0,0,0,22,0
2015,1,21,3,OO,5511,DTW,ORD,1703,1848,105,74,113,46,235,1941,144,0,0,null,39,0,102,3,0
2015,1,21,3,OO,4768,SLC,MSY,1705,1741,36,194,189,169,1428,2150,31,0,0,null,0,0,0,31,0
2015,1,21,3,EV,5983,OKC,DEN,1710,1845,95,111,105,83,495,1930,89,0,0,null,0,0,0,89,0
2015,1,21,3,UA,1539,PHL,IAH,1717,1721,4,233,274,207,1325,2055,45,0,0,null,45,0,0,0,0
2015,1,21,3,HA,239,HNL,LIH,1723,1748,25,37,37,21,102,1825,25,0,0,null,0,0,0,25,0
2015,1,21,3,WN,739,DEN,PHX,1725,1804,39,115,131,89,602,2015,55,0,0,null,16,0,29,10,0
2015,1,21,3,DL,1622,DTW,BOS,1725,1723,-2,117,141,86,632,1944,22,0,0,null,22,0,0,0,0
2015,1,21,3,OO,4464,SLC,BNA,1725,1932,127,195,186,158,1404,2338,118,0,0,null,0,0,0,118,0
2015,1,21,3,OO,5545,BIS,DEN,1732,1931,119,99,98,76,516,2009,118,0,0,null,0,0,0,118,0
2015,1,21,3,OO,4548,GRR,DTW,1734,2139,245,64,65,25,120,2244,246,0,0,null,1,0,245,0,0
2015,1,21,3,DL,1794,DTW,EWR,1735,1736,1,111,132,70,488,1948,22,0,0,null,22,0,0,0,0
2015,1,21,3,MQ,3498,OMA,ORD,1735,1807,32,101,118,63,416,2005,49,0,0,null,17,0,2,30,0
2015,1,21,3,DL,1642,CAK,ATL,1740,1738,-2,119,139,80,528,1957,18,0,0,null,18,0,0,0,0
2015,1,21,3,US,1751,PHL,RSW,1755,1755,0,180,208,159,993,2123,28,0,0,null,28,0,0,0,0
2015,1,21,3,NK,630,ORD,LGA,1759,1913,74,127,116,93,733,2209,63,0,0,null,63,0,0,0,0
2015,1,21,3,OO,5570,DFW,ORD,1801,2002,121,137,122,100,802,2204,106,0,0,null,0,0,0,106,0
2015,1,21,3,WN,2872,RSW,BNA,1805,1826,21,130,125,110,722,1931,16,0,0,null,0,0,1,15,0
2015,1,21,3,EV,3271,CLE,LGA,1805,1843,38,102,124,71,419,2047,60,0,0,null,22,0,0,38,0
2015,1,21,3,WN,557,PHL,STL,1820,1825,5,165,259,127,814,2144,99,0,0,null,99,0,0,0,0
2015,1,21,3,B6,482,RSW,DCA,1820,1837,17,137,135,120,892,2052,15,0,0,null,0,0,0,15,0
2015,1,21,3,MQ,3687,IND,ORD,1831,1931,60,74,95,42,177,2006,81,0,0,null,21,0,0,60,0
2015,1,21,3,OO,5562,FSD,ORD,1836,1927,51,100,99,67,462,2106,50,0,0,null,0,0,0,50,0
2015,1,21,3,HA,214,LIH,HNL,1839,1900,21,33,35,19,102,1935,23,0,0,null,0,0,2,21,0
2015,1,21,3,EV,4498,EWR,MHT,1843,1904,21,70,79,37,209,2023,30,0,0,null,9,0,0,21,0
2015,1,21,3,AS,630,SEA,PHX,1845,1912,27,162,152,131,1107,2244,17,0,0,null,0,0,0,17,0
2015,1,21,3,EV,4216,EWR,MEM,1846,1857,11,190,211,159,946,2128,32,0,0,null,21,0,11,0,0
2015,1,21,3,OO,6219,DEN,COS,1850,1919,29,41,57,20,73,2016,45,0,0,null,16,0,29,0,0
2015,1,21,3,EV,5137,ATL,BTR,1900,2114,134,95,91,69,448,2145,130,0,0,null,0,0,130,0,0
2015,1,21,3,UA,1132,DEN,BIL,1904,1934,30,93,80,64,455,2054,17,0,0,null,0,0,11,6,0
2015,1,21,3,F9,1025,MCO,MKE,1905,1937,32,170,170,150,1066,2127,32,0,0,null,32,0,0,0,0
2015,1,21,3,WN,1968,SAN,LAS,1940,2113,93,70,68,51,258,2221,91,0,0,null,0,0,0,91,0
2015,1,21,3,OO,6503,SFO,EUG,1940,2100,80,93,84,64,451,2224,71,0,0,null,0,0,71,0,0
2015,1,21,3,WN,810,GSP,BWI,1955,2027,32,80,87,69,426,2154,39,0,0,null,7,0,5,27,0
2015,1,21,3,EV,4095,IAH,CRP,1956,2002,6,59,73,49,201,2115,20,0,0,null,14,0,6,0,0
2015,1,21,3,AA,2203,MCO,DFW,2019,2111,52,171,175,156,985,2306,56,0,0,null,4,0,0,52,0
2015,1,21,3,MQ,3070,ORD,CMH,2035,2106,31,72,70,49,296,2316,29,0,0,null,0,0,0,28,1
2015,1,21,3,EV,2507,DFW,SHV,2045,2102,17,54,54,33,190,2156,17,0,0,null,0,0,5,12,0
2015,1,21,3,WN,44,LAS,RNO,2055,2153,58,80,69,57,345,2302,47,0,0,null,0,0,0,47,0
2015,1,21,3,OO,7407,SLC,TWF,2107,2103,-4,47,69,30,175,2212,18,0,0,null,18,0,0,0,0
2015,1,21,3,F9,685,MCO,DEN,2130,2345,135,251,238,221,1546,143,122,0,0,null,87,0,1,34,0
2015,1,21,3,WN,4838,BWI,PIT,2205,2224,19,60,62,39,210,2326,21,0,0,null,2,0,0,19,0
2015,1,21,3,AA,1069,DFW,DEN,2235,2317,42,118,114,92,641,11,38,0,0,null,0,0,38,0,0
2015,1,22,4,EV,6105,CLT,IAH,545,543,-2,184,226,169,912,829,40,0,0,null,40,0,0,0,0
2015,1,22,4,UA,734,SFO,ORD,600,559,-1,254,289,230,1846,1248,34,0,0,null,34,0,0,0,0
2015,1,22,4,OO,5612,SLC,SFO,615,629,14,138,140,98,599,749,16,0,0,null,2,0,0,14,0
2015,1,22,4,EV,4179,GSP,IAH,620,614,-6,169,191,164,837,825,16,0,0,null,16,0,0,0,0
2015,1,22,4,AA,269,SJC,DFW,628,734,66,212,209,185,1438,1303,63,0,0,null,0,0,63,0,0
2015,1,22,4,NK,725,MCI,IAH,635,631,-4,110,136,115,643,847,22,0,0,null,22,0,0,0,0
2015,1,22,4,EV,6042,LNK,DEN,642,906,144,99,87,60,423,933,132,0,0,null,0,0,132,0,0
2015,1,22,4,MQ,3431,COU,DFW,644,639,-5,126,147,95,489,906,16,0,0,null,16,0,0,0,0
2015,1,22,4,EV,4197,SHV,IAH,705,717,12,66,73,56,192,830,19,0,0,null,19,0,0,0,0
2015,1,22,4,AA,1577,TUL,DFW,804,811,7,76,84,62,237,935,15,0,0,null,8,0,7,0,0
2015,1,22,4,AA,2286,DFW,SAT,805,803,-2,68,101,57,247,944,31,0,0,null,31,0,0,0,0
2015,1,22,4,AS,8,SEA,EWR,805,800,-5,309,332,297,2402,1632,18,0,0,null,18,0,0,0,0
2015,1,22,4,WN,3764,SNA,SJC,810,851,41,75,68,59,342,959,34,0,0,null,0,0,0,34,0
2015,1,22,4,UA,1424,ORD,SFO,810,829,19,280,278,247,1846,1107,17,0,0,null,0,0,17,0,0
2015,1,22,4,OO,5503,SFO,ACV,843,843,0,85,113,60,250,1036,28,0,0,null,28,0,0,0,0
2015,1,22,4,US,712,TPA,DCA,850,932,42,126,123,103,814,1135,39,0,0,null,0,0,39,0,0
2015,1,22,4,WN,1004,PHL,DEN,850,928,38,270,261,214,1558,1149,29,0,0,null,0,0,29,0,0
2015,1,22,4,OO,6344,DFW,SFO,900,857,-3,240,271,215,1464,1128,28,0,0,null,28,0,0,0,0
2015,1,22,4,UA,486,SFO,LAS,905,901,-4,97,154,67,414,1135,53,0,0,null,53,0,0,0,0
2015,1,22,4,VX,902,SFO,LAS,915,940,25,90,103,63,414,1123,38,0,0,null,31,0,0,7,0
2015,1,22,4,OO,5524,ASE,DEN,920,1323,243,60,44,31,125,1407,227,0,0,null,0,0,227,0,0
2015,1,22,4,VX,352,SFO,BOS,930,945,15,335,369,327,2704,1854,49,0,0,null,49,0,0,0,0
2015,1,22,4,AA,1698,SJU,DFW,940,944,4,330,352,312,2165,1336,26,0,0,null,26,0,0,0,0
2015,1,22,4,UA,382,RIC,ORD,945,953,8,134,145,113,642,1118,19,0,0,null,11,0,8,0,0
2015,1,22,4,OO,5398,SMF,SFO,951,1127,96,54,43,30,86,1210,85,0,0,null,40,0,0,45,0
2015,1,22,4,EV,5027,ROC,DTW,953,1113,80,90,75,47,296,1228,65,0,0,null,0,0,0,65,0
2015,1,22,4,EV,4505,OMA,IAH,955,948,-7,135,167,139,781,1235,25,0,0,null,25,0,0,0,0
2015,1,22,4,EV,2509,DFW,GGG,1010,1038,28,47,61,37,140,1139,42,0,0,null,14,0,0,28,0
2015,1,22,4,MQ,3159,LFT,DFW,1010,1027,17,88,86,66,351,1153,15,0,0,null,0,0,1,14,0
2015,1,22,4,MQ,3657,DFW,ROW,1015,1014,-1,94,136,117,435,1130,41,0,0,null,41,0,0,0,0
2015,1,22,4,WN,3760,MAF,HOU,1025,1022,-3,80,99,65,441,1201,16,0,0,null,16,0,0,0,0
2015,1,22,4,UA,1748,SFO,AUS,1040,1045,5,208,234,193,1504,1639,31,0,0,null,31,0,0,0,0
2015,1,22,4,OO,6407,SFO,MSP,1043,1042,-1,226,263,208,1589,1705,36,0,0,null,36,0,0,0,0
2015,1,22,4,MQ,3263,DFW,ACT,1050,1102,12,39,56,34,89,1158,29,0,0,null,17,0,10,2,0
2015,1,22,4,AA,1041,DFW,CLT,1105,1106,1,131,152,127,936,1438,22,0,0,null,22,0,0,0,0
2015,1,22,4,UA,1293,DEN,BIL,1105,1135,30,94,86,67,455,1301,22,0,0,null,0,0,19,3,0
2015,1,22,4,OO,5258,SFO,BFL,1108,1113,5,77,92,53,238,1245,20,0,0,null,15,0,0,5,0
2015,1,22,4,US,487,SAN,CLT,1120,1320,120,265,275,241,2077,2055,130,0,0,null,10,0,120,0,0
2015,1,22,4,EV,5090,MYR,ATL,1135,1134,-1,80,99,66,317,1313,18,0,0,null,18,0,0,0,0
2015,1,22,4,MQ,3556,ORF,LGA,1138,1137,-1,81,99,56,296,1316,17,0,0,null,17,0,0,0,0
2015,1,22,4,DL,1386,ATL,LGA,1145,1229,44,131,111,92,762,1420,24,0,0,null,0,0,24,0,0
2015,1,22,4,MQ,3544,CAE,DFW,1150,1353,123,184,172,151,922,1545,111,0,0,null,0,0,111,0,0
2015,1,22,4,OO,5636,SFO,MFR,1153,1228,35,81,87,53,329,1355,41,0,0,null,6,0,0,35,0
2015,1,22,4,NK,634,TPA,DTW,1201,1200,-1,152,169,142,983,1449,16,0,0,null,16,0,0,0,0
2015,1,22,4,WN,3214,SFO,ATL,1205,1247,42,270,265,251,2139,2012,37,0,0,null,0,0,0,37,0
2015,1,22,4,MQ,3376,FSD,DFW,1217,1248,31,133,133,119,737,1501,31,0,0,null,0,0,1,30,0
2015,1,22,4,UA,1566,IAD,MCO,1230,1346,76,140,131,108,758,1557,67,0,0,null,0,0,67,0,0
2015,1,22,4,OO,5367,SFO,RDD,1235,1301,26,68,61,44,199,1402,19,0,0,null,0,0,0,19,0
2015,1,22,4,WN,3839,SAT,DAL,1240,1258,18,60,63,46,248,1401,21,0,0,null,3,0,0,18,0
